"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1081;Nordjylland;2021-12-04;M;228;0;6;3083;514371;17523;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-04;M;241;1;6;3084;514612;17529;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-04;M;420;1;2;3085;515032;17531;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-05;F;1128;2;14;3087;516160;17545;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-05;F;404;1;6;3088;516564;17551;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-05;F;180;0;4;3088;516744;17555;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-05;F;306;1;4;3089;517050;17559;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-05;F;345;0;3;3089;517395;17562;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-05;M;1108;0;9;3089;518503;17571;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-05;M;479;0;3;3089;518982;17574;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-05;M;207;0;2;3089;519189;17576;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-05;M;310;1;3;3090;519499;17579;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-05;M;327;0;8;3090;519826;17587;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-06;F;1565;4;15;3094;521391;17602;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-06;F;582;1;4;3095;521973;17606;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-06;F;225;0;7;3095;522198;17613;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-06;F;649;0;12;3095;522847;17625;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-06;F;541;1;9;3096;523388;17634;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-06;M;1462;3;15;3099;524850;17649;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-06;M;617;3;9;3102;525467;17658;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-06;M;238;1;6;3103;525705;17664;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-06;M;637;1;10;3104;526342;17674;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-06;M;563;4;7;3108;526905;17681;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-07;F;1634;3;22;3111;528539;17703;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-07;F;623;0;5;3111;529162;17708;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-07;F;233;0;5;3111;529395;17713;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-07;F;648;1;5;3112;530043;17718;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-07;F;558;0;11;3112;530601;17729;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-07;M;1569;3;19;3115;532170;17748;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-07;M;630;1;5;3116;532800;17753;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-07;M;244;1;2;3117;533044;17755;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-07;M;614;1;5;3118;533658;17760;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-07;M;569;1;13;3119;534227;17773;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-08;F;1481;0;10;3119;535708;17783;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-08;F;612;3;5;3122;536320;17788;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-08;F;244;0;2;3122;536564;17790;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-08;F;405;2;5;3124;536969;17795;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-08;F;529;0;6;3124;537498;17801;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-08;M;1529;2;23;3126;539027;17824;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-08;M;627;0;1;3126;539654;17825;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-08;M;273;0;3;3126;539927;17828;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-08;M;440;2;8;3128;540367;17836;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-08;M;519;1;5;3129;540886;17841;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-09;F;1525;1;19;3130;542411;17860;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-09;F;593;0;6;3130;543004;17866;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-09;F;201;0;1;3130;543205;17867;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-09;F;484;0;7;3130;543689;17874;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-09;F;482;0;8;3130;544171;17882;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-09;M;1498;2;18;3132;545669;17900;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-09;M;621;1;8;3133;546290;17908;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-09;M;217;0;1;3133;546507;17909;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-09;M;478;0;7;3133;546985;17916;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-09;M;536;5;7;3138;547521;17923;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-10;F;1553;1;23;3139;549074;17946;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-10;F;593;1;1;3140;549667;17947;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-10;F;223;0;3;3140;549890;17950;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-10;F;551;1;8;3141;550441;17958;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-10;F;496;0;7;3141;550937;17965;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-10;M;1547;1;14;3142;552484;17979;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-10;M;614;1;4;3143;553098;17983;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-10;M;218;1;2;3144;553316;17985;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-10;M;548;1;10;3145;553864;17995;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-10;M;587;3;11;3148;554451;18006;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-11;F;1605;0;18;3148;556056;18024;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-11;F;628;1;3;3149;556684;18027;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-11;F;283;0;4;3149;556967;18031;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-11;F;386;0;3;3149;557353;18034;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-11;F;468;0;4;3149;557821;18038;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-11;M;1660;0;13;3149;559481;18051;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-11;M;623;1;6;3150;560104;18057;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-11;M;232;0;2;3150;560336;18059;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-11;M;376;1;5;3151;560712;18064;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-11;M;428;2;3;3153;561140;18067;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-12;F;1860;1;16;3154;563000;18083;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-12;F;748;0;1;3154;563748;18084;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-12;F;241;0;1;3154;563989;18085;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-12;F;383;2;8;3156;564372;18093;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-12;F;487;0;3;3156;564859;18096;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-12;M;1609;5;19;3161;566468;18115;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-12;M;692;0;5;3161;567160;18120;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-12;M;276;1;2;3162;567436;18122;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-12;M;365;1;3;3163;567801;18125;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-12;M;473;1;5;3164;568274;18130;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-13;F;2540;4;22;3168;570814;18152;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-13;F;898;0;7;3168;571712;18159;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-13;F;312;0;3;3168;572024;18162;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-13;F;900;0;12;3168;572924;18174;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-13;F;730;1;5;3169;573654;18179;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-13;M;2391;6;20;3175;576045;18199;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-13;M;885;2;6;3177;576930;18205;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-13;M;342;2;4;3179;577272;18209;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-13;M;836;1;11;3180;578108;18220;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-13;M;736;0;8;3180;578844;18228;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-14;F;2877;3;15;3183;581721;18243;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-14;F;919;3;3;3186;582640;18246;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-14;F;334;0;1;3186;582974;18247;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-14;F;861;1;8;3187;583835;18255;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-14;F;802;0;6;3187;584637;18261;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-14;M;2831;2;21;3189;587468;18282;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-14;M;873;1;4;3190;588341;18286;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-14;M;343;0;1;3190;588684;18287;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-14;M;871;3;11;3193;589555;18298;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-14;M;767;0;8;3193;590322;18306;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-15;F;2942;4;30;3197;593264;18336;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-15;F;909;0;7;3197;594173;18343;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-15;F;352;1;5;3198;594525;18348;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-15;F;666;0;10;3198;595191;18358;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-15;F;694;0;5;3198;595885;18363;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-15;M;3007;6;31;3204;598892;18394;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-15;M;900;1;4;3205;599792;18398;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-15;M;330;0;3;3205;600122;18401;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-15;M;680;3;12;3208;600802;18413;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-15;M;707;1;5;3209;601509;18418;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-16;F;2690;2;18;3211;604199;18436;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-16;F;866;1;8;3212;605065;18444;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-16;F;318;0;5;3212;605383;18449;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-16;F;795;1;7;3213;606178;18456;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-16;F;702;1;5;3214;606880;18461;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-16;M;2532;6;22;3220;609412;18483;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-16;M;867;0;7;3220;610279;18490;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-16;M;304;0;5;3220;610583;18495;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-16;M;767;3;7;3223;611350;18502;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-16;M;707;1;9;3224;612057;18511;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-17;F;2910;2;18;3226;614967;18529;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-17;F;905;0;11;3226;615872;18540;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-17;F;302;0;2;3226;616174;18542;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-17;F;724;2;10;3228;616898;18552;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-17;F;746;1;6;3229;617644;18558;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-17;M;2711;2;21;3231;620355;18579;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-17;M;914;1;6;3232;621269;18585;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-17;M;311;0;4;3232;621580;18589;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-17;M;757;2;8;3234;622337;18597;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-17;M;740;1;12;3235;623077;18609;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-18;F;2730;2;18;3237;625807;18627;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-18;F;943;1;5;3238;626750;18632;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-18;F;352;0;5;3238;627102;18637;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-18;F;569;0;3;3238;627671;18640;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-18;F;714;0;9;3238;628385;18649;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-18;M;2511;2;17;3240;630896;18666;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-18;M;974;0;7;3240;631870;18673;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-18;M;366;0;4;3240;632236;18677;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-18;M;558;0;8;3240;632794;18685;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-18;M;695;1;5;3241;633489;18690;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-19;F;2772;3;18;3244;636261;18708;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-19;F;1009;0;9;3244;637270;18717;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-19;F;302;0;3;3244;637572;18720;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-19;F;589;0;2;3244;638161;18722;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-19;F;650;0;7;3244;638811;18729;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-19;M;2646;3;10;3247;641457;18739;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-19;M;1011;1;6;3248;642468;18745;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-19;M;361;2;4;3250;642829;18749;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-19;M;550;1;7;3251;643379;18756;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-19;M;700;0;4;3251;644079;18760;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-20;F;3549;1;26;3252;647628;18786;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-20;F;1094;2;6;3254;648722;18792;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-20;F;429;1;3;3255;649151;18795;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-20;F;1095;0;11;3255;650246;18806;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-20;F;866;0;5;3255;651112;18811;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-20;M;3363;4;28;3259;654475;18839;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-20;M;1111;1;7;3260;655586;18846;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-20;M;416;0;5;3260;656002;18851;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-20;M;1082;0;10;3260;657084;18861;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-20;M;851;3;6;3263;657935;18867;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-21;F;3561;1;22;3264;661496;18889;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-21;F;1066;2;7;3266;662562;18896;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-21;F;441;0;4;3266;663003;18900;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-21;F;936;2;8;3268;663939;18908;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-21;F;863;0;4;3268;664802;18912;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-21;M;3470;4;25;3272;668272;18937;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-21;M;1051;2;10;3274;669323;18947;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-21;M;430;1;5;3275;669753;18952;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-21;M;966;3;16;3278;670719;18968;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-21;M;842;0;12;3278;671561;18980;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-22;F;3282;1;30;3279;674843;19010;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-22;F;1006;0;7;3279;675849;19017;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-22;F;388;2;4;3281;676237;19021;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-22;F;713;2;7;3283;676950;19028;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-22;F;755;1;12;3284;677705;19040;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-22;M;3204;6;24;3290;680909;19064;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-22;M;1059;1;5;3291;681968;19069;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-22;M;366;0;3;3291;682334;19072;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-22;M;739;0;6;3291;683073;19078;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-22;M;693;1;5;3292;683766;19083;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-23;F;3408;2;22;3294;687174;19105;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-23;F;1014;0;10;3294;688188;19115;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-23;F;429;0;1;3294;688617;19116;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-23;F;872;1;5;3295;689489;19121;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-23;F;815;0;4;3295;690304;19125;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-23;M;3335;5;17;3300;693639;19142;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-23;M;1118;0;3;3300;694757;19145;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-23;M;480;0;2;3300;695237;19147;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-23;M;881;4;13;3304;696118;19160;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-23;M;834;1;1;3305;696952;19161;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-24;F;1533;0;20;3305;698485;19181;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-24;F;781;0;5;3305;699266;19186;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-24;F;249;0;2;3305;699515;19188;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-24;F;421;0;6;3305;699936;19194;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-24;F;630;1;5;3306;700566;19199;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-24;M;1482;1;10;3307;702048;19209;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-24;M;857;0;4;3307;702905;19213;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-24;M;289;0;9;3307;703194;19222;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-24;M;474;2;7;3309;703668;19229;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-24;M;649;0;2;3309;704317;19231;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-25;F;1871;5;27;3314;706188;19258;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-25;F;882;0;4;3314;707070;19262;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-25;F;295;0;1;3314;707365;19263;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-25;F;529;2;6;3316;707894;19269;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-25;F;680;1;8;3317;708574;19277;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-25;M;1638;6;19;3323;710212;19296;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-25;M;875;0;7;3323;711087;19303;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-25;M;281;0;3;3323;711368;19306;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-25;M;486;3;7;3326;711854;19313;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-25;M;657;1;5;3327;712511;19318;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-26;F;2484;1;22;3328;714995;19340;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-26;F;1357;0;3;3328;716352;19343;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-26;F;378;0;3;3328;716730;19346;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-26;F;769;1;8;3329;717499;19354;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-26;F;1050;0;7;3329;718549;19361;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-26;M;2169;4;21;3333;720718;19382;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-26;M;1270;2;5;3335;721988;19387;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-26;M;392;1;2;3336;722380;19389;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-26;M;643;0;6;3336;723023;19395;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-26;M;954;0;4;3336;723977;19399;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-27;F;5562;6;40;3342;729539;19439;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-27;F;2114;3;18;3345;731653;19457;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-27;F;979;0;7;3345;732632;19464;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-27;F;1878;2;16;3347;734510;19480;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-27;F;1705;1;11;3348;736215;19491;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-27;M;5167;2;34;3350;741382;19525;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-27;M;1954;4;11;3354;743336;19536;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-27;M;1036;0;4;3354;744372;19540;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-27;M;1720;2;14;3356;746092;19554;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-27;M;1746;0;18;3356;747838;19572;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-28;F;5389;7;57;3363;753227;19629;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-28;F;2146;0;12;3363;755373;19641;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-28;F;910;0;5;3363;756283;19646;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-28;F;1680;4;20;3367;757963;19666;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-28;F;1796;4;20;3371;759759;19686;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-28;M;4874;3;31;3374;764633;19717;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-28;M;2071;3;11;3377;766704;19728;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-28;M;960;0;5;3377;767664;19733;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-28;M;1636;0;17;3377;769300;19750;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-28;M;1709;1;10;3378;771009;19760;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-29;F;4152;0;25;3378;775161;19785;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-29;F;1674;3;10;3381;776835;19795;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-29;F;835;2;8;3383;777670;19803;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-29;F;1268;0;14;3383;778938;19817;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-29;F;1377;2;6;3385;780315;19823;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-29;M;3872;6;36;3391;784187;19859;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-29;M;1659;1;6;3392;785846;19865;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-29;M;816;1;5;3393;786662;19870;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-29;M;1212;1;10;3394;787874;19880;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-29;M;1371;0;7;3394;789245;19887;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-30;F;4377;12;30;3406;793622;19917;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-30;F;1878;2;13;3408;795500;19930;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-30;F;955;1;6;3409;796455;19936;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-30;F;1516;4;13;3413;797971;19949;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-30;F;1698;1;13;3414;799669;19962;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-30;M;4067;3;26;3417;803736;19988;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-30;M;1882;2;10;3419;805618;19998;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-30;M;899;3;9;3422;806517;20007;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-30;M;1421;3;11;3425;807938;20018;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-30;M;1640;1;10;3426;809578;20028;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-31;F;1819;1;19;3427;811397;20047;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-31;F;1130;0;3;3427;812527;20050;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-31;F;461;1;1;3428;812988;20051;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-31;F;648;0;11;3428;813636;20062;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-31;F;1111;0;14;3428;814747;20076;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-12-31;M;1661;1;18;3429;816408;20094;2024-03-12T10:02:34.147
1082;Midtjylland;2021-12-31;M;1186;2;9;3431;817594;20103;2024-03-12T10:02:34.147
1081;Nordjylland;2021-12-31;M;472;0;2;3431;818066;20105;2024-03-12T10:02:34.147
1085;Sjælland;2021-12-31;M;637;2;10;3433;818703;20115;2024-03-12T10:02:34.147
1083;Syddanmark;2021-12-31;M;1091;3;6;3436;819794;20121;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-01;F;1785;2;19;3438;821579;20140;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-01;F;1071;1;5;3439;822650;20145;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-01;F;342;0;5;3439;822992;20150;2024-03-12T10:02:34.147
1085;Sjælland;2022-01-01;F;666;0;12;3439;823658;20162;2024-03-12T10:02:34.147
1083;Syddanmark;2022-01-01;F;926;1;15;3440;824584;20177;2024-03-12T10:02:34.147
1084;Hovedstaden;2022-01-01;M;1590;4;19;3444;826174;20196;2024-03-12T10:02:34.147
1082;Midtjylland;2022-01-01;M;1046;1;8;3445;827220;20204;2024-03-12T10:02:34.147
1081;Nordjylland;2022-01-01;M;323;0;3;3445;827543;20207;2024-03-12T10:02:34.147
