"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1081;Nordjylland;2023-03-02;M;1;0;0;8260;3386465;57559;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-02;M;10;0;4;8260;3386475;57563;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-02;M;15;0;10;8260;3386490;57573;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-03;F;21;1;5;8261;3386511;57578;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-03;F;16;0;4;8261;3386527;57582;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-03;F;7;0;1;8261;3386534;57583;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-03;F;15;0;0;8261;3386549;57583;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-03;F;12;1;2;8262;3386561;57585;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-03;M;12;1;1;8263;3386573;57586;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-03;M;10;0;2;8263;3386583;57588;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-03;M;7;0;2;8263;3386590;57590;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-03;M;11;0;1;8263;3386601;57591;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-03;M;8;0;1;8263;3386609;57592;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-04;F;11;1;6;8264;3386620;57598;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-04;F;4;0;0;8264;3386624;57598;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-04;F;5;0;2;8264;3386629;57600;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-04;F;9;1;3;8265;3386638;57603;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-04;F;7;0;4;8265;3386645;57607;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-04;M;8;1;3;8266;3386653;57610;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-04;M;2;0;0;8266;3386655;57610;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-04;M;1;0;0;8266;3386656;57610;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-04;M;10;1;5;8267;3386666;57615;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-04;M;5;0;4;8267;3386671;57619;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-05;F;17;0;6;8267;3386688;57625;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-05;F;4;0;2;8267;3386692;57627;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-05;F;3;1;1;8268;3386695;57628;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-05;F;16;1;3;8269;3386711;57631;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-05;F;9;1;2;8270;3386720;57633;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-05;M;20;1;5;8271;3386740;57638;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-05;M;9;0;4;8271;3386749;57642;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-05;M;2;0;2;8271;3386751;57644;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-05;M;8;0;2;8271;3386759;57646;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-05;M;10;1;4;8272;3386769;57650;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-06;F;18;0;4;8272;3386787;57654;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-06;F;12;1;5;8273;3386799;57659;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-06;F;7;0;2;8273;3386806;57661;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-06;F;12;0;0;8273;3386818;57661;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-06;F;20;1;3;8274;3386838;57664;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-06;M;26;1;9;8275;3386864;57673;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-06;M;15;0;5;8275;3386879;57678;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-06;M;11;0;4;8275;3386890;57682;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-06;M;17;1;3;8276;3386907;57685;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-06;M;9;0;2;8276;3386916;57687;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-07;F;25;0;9;8276;3386941;57696;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-07;F;17;0;3;8276;3386958;57699;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-07;F;2;0;1;8276;3386960;57700;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-07;F;13;0;1;8276;3386973;57701;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-07;F;15;1;4;8277;3386988;57705;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-07;M;22;1;5;8278;3387010;57710;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-07;M;13;1;7;8279;3387023;57717;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-07;M;1;0;1;8279;3387024;57718;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-07;M;12;0;5;8279;3387036;57723;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-07;M;14;0;7;8279;3387050;57730;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-08;F;30;1;8;8280;3387080;57738;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-08;F;14;0;3;8280;3387094;57741;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-08;F;8;0;4;8280;3387102;57745;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-08;F;15;2;2;8282;3387117;57747;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-08;F;16;1;1;8283;3387133;57748;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-08;M;14;0;8;8283;3387147;57756;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-08;M;15;0;3;8283;3387162;57759;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-08;M;5;0;2;8283;3387167;57761;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-08;M;14;0;4;8283;3387181;57765;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-08;M;12;1;3;8284;3387193;57768;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-09;F;29;0;6;8284;3387222;57774;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-09;F;9;0;2;8284;3387231;57776;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-09;F;8;0;0;8284;3387239;57776;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-09;F;11;0;4;8284;3387250;57780;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-09;F;13;0;3;8284;3387263;57783;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-09;M;18;1;6;8285;3387281;57789;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-09;M;19;1;4;8286;3387300;57793;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-09;M;5;1;2;8287;3387305;57795;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-09;M;6;0;1;8287;3387311;57796;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-09;M;12;0;4;8287;3387323;57800;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-10;F;27;0;4;8287;3387350;57804;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-10;F;19;0;4;8287;3387369;57808;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-10;F;5;0;1;8287;3387374;57809;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-10;F;10;0;4;8287;3387384;57813;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-10;F;16;0;2;8287;3387400;57815;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-10;M;20;1;6;8288;3387420;57821;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-10;M;15;0;2;8288;3387435;57823;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-10;M;2;1;0;8289;3387437;57823;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-10;M;7;1;2;8290;3387444;57825;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-10;M;10;0;3;8290;3387454;57828;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-11;F;19;0;6;8290;3387473;57834;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-11;F;9;0;2;8290;3387482;57836;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-11;F;4;0;0;8290;3387486;57836;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-11;F;17;1;4;8291;3387503;57840;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-11;F;6;0;3;8291;3387509;57843;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-11;M;17;1;6;8292;3387526;57849;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-11;M;9;0;1;8292;3387535;57850;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-11;M;4;1;0;8293;3387539;57850;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-11;M;11;0;2;8293;3387550;57852;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-11;M;10;1;7;8294;3387560;57859;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-12;F;18;0;0;8294;3387578;57859;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-12;F;5;0;1;8294;3387583;57860;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-12;F;3;0;1;8294;3387586;57861;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-12;F;18;0;3;8294;3387604;57864;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-12;F;12;1;1;8295;3387616;57865;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-12;M;16;0;4;8295;3387632;57869;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-12;M;5;0;1;8295;3387637;57870;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-12;M;2;0;1;8295;3387639;57871;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-12;M;4;1;1;8296;3387643;57872;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-12;M;10;1;3;8297;3387653;57875;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-13;F;34;1;10;8298;3387687;57885;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-13;F;25;0;3;8298;3387712;57888;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-13;F;12;0;2;8298;3387724;57890;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-13;F;28;0;4;8298;3387752;57894;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-13;F;21;0;2;8298;3387773;57896;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-13;M;23;1;6;8299;3387796;57902;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-13;M;17;0;3;8299;3387813;57905;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-13;M;11;0;3;8299;3387824;57908;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-13;M;15;1;4;8300;3387839;57912;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-13;M;14;1;3;8301;3387853;57915;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-14;F;41;0;8;8301;3387894;57923;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-14;F;26;0;9;8301;3387920;57932;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-14;F;5;0;1;8301;3387925;57933;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-14;F;16;1;4;8302;3387941;57937;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-14;F;22;0;3;8302;3387963;57940;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-14;M;34;3;12;8305;3387997;57952;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-14;M;18;1;7;8306;3388015;57959;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-14;M;7;0;0;8306;3388022;57959;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-14;M;20;0;5;8306;3388042;57964;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-14;M;16;0;4;8306;3388058;57968;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-15;F;45;2;16;8308;3388103;57984;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-15;F;18;0;3;8308;3388121;57987;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-15;F;5;0;1;8308;3388126;57988;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-15;F;33;0;6;8308;3388159;57994;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-15;F;18;0;2;8308;3388177;57996;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-15;M;43;2;19;8310;3388220;58015;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-15;M;19;0;7;8310;3388239;58022;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-15;M;10;0;2;8310;3388249;58024;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-15;M;27;2;10;8312;3388276;58034;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-15;M;29;0;6;8312;3388305;58040;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-16;F;38;1;8;8313;3388343;58048;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-16;F;25;0;5;8313;3388368;58053;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-16;F;5;0;2;8313;3388373;58055;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-16;F;18;0;4;8313;3388391;58059;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-16;F;23;0;5;8313;3388414;58064;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-16;M;27;1;10;8314;3388441;58074;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-16;M;23;0;6;8314;3388464;58080;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-16;M;6;1;1;8315;3388470;58081;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-16;M;16;0;5;8315;3388486;58086;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-16;M;18;0;8;8315;3388504;58094;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-17;F;36;0;10;8315;3388540;58104;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-17;F;16;1;4;8316;3388556;58108;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-17;F;13;0;4;8316;3388569;58112;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-17;F;18;0;7;8316;3388587;58119;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-17;F;27;0;3;8316;3388614;58122;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-17;M;32;2;9;8318;3388646;58131;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-17;M;15;0;8;8318;3388661;58139;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-17;M;5;0;2;8318;3388666;58141;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-17;M;19;1;5;8319;3388685;58146;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-17;M;20;0;4;8319;3388705;58150;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-18;F;37;0;8;8319;3388742;58158;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-18;F;17;0;7;8319;3388759;58165;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-18;F;6;0;4;8319;3388765;58169;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-18;F;9;0;1;8319;3388774;58170;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-18;F;10;3;6;8322;3388784;58176;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-18;M;19;1;7;8323;3388803;58183;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-18;M;14;0;11;8323;3388817;58194;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-18;M;8;0;4;8323;3388825;58198;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-18;M;17;2;8;8325;3388842;58206;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-18;M;3;0;1;8325;3388845;58207;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-19;F;28;1;8;8326;3388873;58215;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-19;F;9;0;2;8326;3388882;58217;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-19;F;5;1;1;8327;3388887;58218;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-19;F;15;0;1;8327;3388902;58219;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-19;F;13;0;5;8327;3388915;58224;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-19;M;21;0;10;8327;3388936;58234;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-19;M;13;0;8;8327;3388949;58242;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-19;M;5;0;1;8327;3388954;58243;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-19;M;17;0;5;8327;3388971;58248;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-19;M;21;1;11;8328;3388992;58259;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-20;F;50;0;7;8328;3389042;58266;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-20;F;36;0;11;8328;3389078;58277;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-20;F;11;0;1;8328;3389089;58278;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-20;F;31;2;9;8330;3389120;58287;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-20;F;28;2;7;8332;3389148;58294;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-20;M;34;1;5;8333;3389182;58299;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-20;M;19;0;4;8333;3389201;58303;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-20;M;9;1;3;8334;3389210;58306;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-20;M;29;0;6;8334;3389239;58312;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-20;M;23;1;7;8335;3389262;58319;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-21;F;56;2;13;8337;3389318;58332;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-21;F;28;0;7;8337;3389346;58339;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-21;F;18;2;3;8339;3389364;58342;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-21;F;29;0;6;8339;3389393;58348;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-21;F;26;0;8;8339;3389419;58356;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-21;M;38;1;12;8340;3389457;58368;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-21;M;22;0;6;8340;3389479;58374;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-21;M;12;1;3;8341;3389491;58377;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-21;M;26;0;5;8341;3389517;58382;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-21;M;22;0;7;8341;3389539;58389;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-22;F;35;0;6;8341;3389574;58395;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-22;F;32;0;3;8341;3389606;58398;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-22;F;6;0;2;8341;3389612;58400;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-22;F;30;0;4;8341;3389642;58404;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-22;F;40;0;7;8341;3389682;58411;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-22;M;49;1;18;8342;3389731;58429;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-22;M;26;0;5;8342;3389757;58434;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-22;M;8;0;2;8342;3389765;58436;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-22;M;25;1;6;8343;3389790;58442;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-22;M;36;0;7;8343;3389826;58449;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-23;F;42;1;12;8344;3389868;58461;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-23;F;32;0;4;8344;3389900;58465;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-23;F;7;0;3;8344;3389907;58468;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-23;F;21;1;4;8345;3389928;58472;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-23;F;19;0;2;8345;3389947;58474;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-23;M;42;0;8;8345;3389989;58482;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-23;M;23;1;5;8346;3390012;58487;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-23;M;6;0;1;8346;3390018;58488;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-23;M;18;2;7;8348;3390036;58495;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-23;M;19;2;5;8350;3390055;58500;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-24;F;46;1;6;8351;3390101;58506;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-24;F;23;0;7;8351;3390124;58513;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-24;F;14;0;4;8351;3390138;58517;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-24;F;17;0;3;8351;3390155;58520;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-24;F;28;1;10;8352;3390183;58530;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-24;M;34;2;13;8354;3390217;58543;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-24;M;28;2;10;8356;3390245;58553;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-24;M;13;0;1;8356;3390258;58554;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-24;M;12;2;3;8358;3390270;58557;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-24;M;18;0;7;8358;3390288;58564;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-25;F;23;2;11;8360;3390311;58575;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-25;F;14;1;5;8361;3390325;58580;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-25;F;3;0;0;8361;3390328;58580;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-25;F;20;0;6;8361;3390348;58586;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-25;F;13;1;10;8362;3390361;58596;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-25;M;24;0;9;8362;3390385;58605;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-25;M;21;0;11;8362;3390406;58616;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-25;M;5;0;2;8362;3390411;58618;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-25;M;20;2;11;8364;3390431;58629;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-25;M;13;1;6;8365;3390444;58635;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-26;F;29;1;10;8366;3390473;58645;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-26;F;15;1;9;8367;3390488;58654;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-26;F;3;0;2;8367;3390491;58656;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-26;F;14;0;6;8367;3390505;58662;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-26;F;13;0;4;8367;3390518;58666;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-26;M;25;0;10;8367;3390543;58676;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-26;M;10;1;4;8368;3390553;58680;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-26;M;4;0;3;8368;3390557;58683;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-26;M;12;0;7;8368;3390569;58690;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-26;M;12;0;7;8368;3390581;58697;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-27;F;37;3;7;8371;3390618;58704;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-27;F;25;1;6;8372;3390643;58710;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-27;F;15;0;3;8372;3390658;58713;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-27;F;22;2;5;8374;3390680;58718;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-27;F;26;0;9;8374;3390706;58727;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-27;M;42;2;17;8376;3390748;58744;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-27;M;28;2;11;8378;3390776;58755;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-27;M;16;0;5;8378;3390792;58760;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-27;M;33;1;4;8379;3390825;58764;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-27;M;32;1;10;8380;3390857;58774;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-28;F;39;2;6;8382;3390896;58780;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-28;F;16;0;2;8382;3390912;58782;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-28;F;11;0;3;8382;3390923;58785;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-28;F;27;0;7;8382;3390950;58792;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-28;F;27;2;6;8384;3390977;58798;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-28;M;34;4;17;8388;3391011;58815;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-28;M;10;0;2;8388;3391021;58817;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-28;M;6;0;0;8388;3391027;58817;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-28;M;28;0;6;8388;3391055;58823;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-28;M;19;0;5;8388;3391074;58828;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-29;F;32;0;5;8388;3391106;58833;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-29;F;17;1;7;8389;3391123;58840;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-29;F;11;0;1;8389;3391134;58841;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-29;F;29;0;7;8389;3391163;58848;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-29;F;24;0;7;8389;3391187;58855;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-29;M;33;2;10;8391;3391220;58865;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-29;M;15;1;5;8392;3391235;58870;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-29;M;7;0;2;8392;3391242;58872;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-29;M;19;1;9;8393;3391261;58881;2024-03-12T10:02:34.147
1083;Syddanmark;2023-03-29;M;17;1;7;8394;3391278;58888;2024-03-12T10:02:34.147
1084;Hovedstaden;2023-03-30;F;30;0;9;8394;3391308;58897;2024-03-12T10:02:34.147
1082;Midtjylland;2023-03-30;F;16;0;5;8394;3391324;58902;2024-03-12T10:02:34.147
1081;Nordjylland;2023-03-30;F;5;0;0;8394;3391329;58902;2024-03-12T10:02:34.147
1085;Sjælland;2023-03-30;F;17;0;4;8394;3391346;58906;2024-03-12T10:02:34.147
